23.00;25.00;27.00;29.00;31.00;33.00;35.00;37.00;39.00
9.50;12.60;17.30;24.40;34.60;48.60;71.30;108.00;163.00
18.60;24.80;32.80;45.50;64.00;87.60;127.00;185.00;260.00
23.00;25.00;27.00;29.00;31.00;33.00;35.00;37.00;39.00
